"date","query_id","query_sql","state"
"2019-01-01","b619de7c-d0d9-4bd2-9de0-5d3c9fccafa1","UNLOAD (
SELECT 
    u.machine_id,
    u.url_idc, 
    u.person_id, 
    u.ss2k, 
    u.time_id, 
    u.domain_name, 
    u.url_host, 
    u.url_dir, 
    u.url_page, 
    u.url_refer_domain, 
    u.url_refer_host, 
    u.url_refer_dir, 
    u.url_refer_page, 
    u.mimetype, 
    u.http_rc, 
    u.keywords, 
    u.html_title, 
    u.pattern_id
FROM ""comscore"".""url"" as u
WHERE 
    u.year='2019'
    and u.month='01'
    and u.day='01'
    and (u.domain_name LIKE '%twitch%')
) 
TO 's3://kdc-comscore/parquet-extracts/url_domain_twitch/year=2019/month=01/day=01' 
WITH ( format = 'parquet', compression = 'snappy' )","FAILED"
"2019-01-02","101d255b-8739-4b44-981c-7400bad0fb9f","UNLOAD (
SELECT 
    u.machine_id,
    u.url_idc, 
    u.person_id, 
    u.ss2k, 
    u.time_id, 
    u.domain_name, 
    u.url_host, 
    u.url_dir, 
    u.url_page, 
    u.url_refer_domain, 
    u.url_refer_host, 
    u.url_refer_dir, 
    u.url_refer_page, 
    u.mimetype, 
    u.http_rc, 
    u.keywords, 
    u.html_title, 
    u.pattern_id
FROM ""comscore"".""url"" as u
WHERE 
    u.year='2019'
    and u.month='01'
    and u.day='02'
    and (u.domain_name LIKE '%twitch%')
) 
TO 's3://kdc-comscore/parquet-extracts/url_domain_twitch/year=2019/month=01/day=02' 
WITH ( format = 'parquet', compression = 'snappy' )","FAILED"
"2019-01-03","159d9645-50cb-490d-8a3a-d3c63aaac90d","UNLOAD (
SELECT 
    u.machine_id,
    u.url_idc, 
    u.person_id, 
    u.ss2k, 
    u.time_id, 
    u.domain_name, 
    u.url_host, 
    u.url_dir, 
    u.url_page, 
    u.url_refer_domain, 
    u.url_refer_host, 
    u.url_refer_dir, 
    u.url_refer_page, 
    u.mimetype, 
    u.http_rc, 
    u.keywords, 
    u.html_title, 
    u.pattern_id
FROM ""comscore"".""url"" as u
WHERE 
    u.year='2019'
    and u.month='01'
    and u.day='03'
    and (u.domain_name LIKE '%twitch%')
) 
TO 's3://kdc-comscore/parquet-extracts/url_domain_twitch/year=2019/month=01/day=03' 
WITH ( format = 'parquet', compression = 'snappy' )","FAILED"
